position_name,company_name,salary,work_city,work_exp,education,company_size,company_type,industry,position_url,job_summary,welfare,salary_count
商品开发专家,北京三快在线科技有限公司,面议,上海,3-5年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40675879409.htm,小象超市为美团自营零售业务，定位为社区居民的“30分钟快送超市”，采用“手机App+线下服务站”的模式，通过在社区设立的集存储、分拣、配送为一体的便民服务站，为社区居民提供生鲜食杂日用及配送服务。目前，小象超市已在北京、上海、深圳、广州、武汉、苏州、杭州等多个城市上线。在美团“零售+科技”战略聚焦下，小象超市承载着“深耕即时零售，提升消费体验”的任务，是公司在线上零售探索的核心业态之一，给一二线城...,,
私域运营经理（知识付费方向）,上海达道文化传播有限公司,7千-1.4万,上海,1-3年,本科,20-99人,民营,广告/营销,http://www.zhaopin.com/jobdetail/CC220368620J40653976816.htm,岗位职责：1. 搭建私域流量池，提升用户增长和沉淀；2. 制定用户分层运营策略，提高用户活跃度、留存率和复购率；3. 策划私域活动（如直播、拼团等），提升转化和业绩；4. 推广知识付费课程，完成销售目标；5. 分析私域运营数据，不断优化运营策略；6. 跟进私域运营工具的应用，研究新趋势和创新方法。岗位要求：1、本科及以上学历，2年以上私域运营经验，有知识付费或在线教育经验优先；2、熟悉私域工具（如...,,
AM/SAM,优数互动,1.5万-1.8万,上海,3-5年,本科,20-99人,民营,新媒体,http://www.zhaopin.com/jobdetail/CC574602120J40614472510.htm,岗位职责：1、服务于汽车客户，负责客户日常对接2、熟悉口碑运营逻辑及方式，链接social平台玩法3、高质量完成客户需求，包含但不限于方案撰写、稿件修改等4、负责协调内外部各种事宜5、有媒体等资源为加分项任职资格：2-3年汽车口碑运营经验，有较强的沟通，统筹，应变能力有汽车年框客户服务经验优先具有独立应对客户问题及解决能力（品牌有驻场需求，能接受者投递）,,
境外营销增长产品经理,北京三快在线科技有限公司,面议,上海,3-5年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40596839009.htm,岗位职责：1、负责境外住宿营销价格竞争力系统功能建设，基于系统能力给出价格评估及出价策略。2、负责营销工具建设，能够扩展券，券包，权益类产品能力，支持运营活动快速响应市场需求。3、负责业务指标设计，用产品化方式抽象业务数据，并进行合理可视化呈现；4、关注业内营销产品发展方向，进行高质量市场调研和分析。岗位基本要求：1、3年及以上产品工作经验、参与过系统后台，工具后台建设等相关项目2、数据敏感，分析...,,
短视频团长模式运营总监,上海云汉资产管理有限公司,8千-1.5万,上海,3-5年,大专,20-99人,民营,证券/期货,http://www.zhaopin.com/jobdetail/CC306390980J40620249206.htm,（子公司）短视频团长模式运营总监岗位职责1，负责短视频的切片剪辑，把控整体叙事风格，保证成片在抖音、快手等平台的投放质量，素材内容制作等；2，熟悉抖音、快手等平台短视频规则，具备数据分析和粉丝画像分析能力，了解研究短视频产品的特点及买点，提炼出广告素材及玩法吸引点，达到短视频带货的效果；3，能够根据广告数据表现调整广告视频角度，提升广告质量和效果；4，在抖音、快手等视频号平台开发销货达人商务，熟练...,,
用户运营主管,上海博华国际展览有限公司,8千-1万,上海,1-3年,本科,500-999人,合资,会议/展览,http://www.zhaopin.com/jobdetail/CC000324170J40786376104.htm,岗位职责：1. 负责不同渠道用户数据收集（网站注册用户、电话来询、社群、活动、展会、直播等渠道）、分析、评估，以及用户数据库的管理; 2. 负责用户分层，用户活跃的策略，熟悉各类用户活跃玩法，策划针对会员的各类主题营销活动，构建用户运营策略：用户画像、用户激励体系等，增加用户粘性，促进活跃用户的增长；3. 负责社群素材的整理、发布和日常运维，社群话题的策划与分享，与社群用户的日常互动及运营效果的跟...,,13薪
闪购-品牌-品牌增长项目经理,北京三快在线科技有限公司,面议,上海,3-5年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40681309509.htm,"美团闪购是美团旗下的即时零售平台，依托即时配送能力，连接本地零售供给，满足消费者30分钟万物到家的即时需求。美团闪购涵盖超市便利、食材、水果、鲜花绿植、休闲零食、酒水饮料、数码家电、美妆个护、母婴玩具、日用百货、服饰鞋帽、宠物等诸多品类，业务覆盖全国近3,000个县市区旗，每日百万级在岗骑手，以高效的配送、丰富的品类和广泛的覆盖，为美团数亿用户带来便捷的生活体验，积极助力实体零售线上化转型，提升本...",下午茶,
私域运营,上海致力共通品牌管理有限公司,6千-1.2万,上海,经验不限,大专,20-99人,民营,广告/营销,http://www.zhaopin.com/jobdetail/CC686067820J40568065703.htm,岗位内容：1. 设计并执行微信营销策略，通过社交媒体与客户进行沟通和互动。 2. 制定、撰写和发布高质量的微信文章、图文等内容，提高品牌知名度和用户参与度。 3. 统筹微信公众号的日常管理和内容推广，不断提升用户参与度和转化率。 4. 负责策划和组织各类微信营销活动，增加用户粘性和忠诚度。 5. 监测微信公众号的数据表现，并及时调整营销策略。 任职要求： 1. 本科及以上学历，有2年及以上的知识类...,,
Senior Supply Planning（外企服饰）,上海中智项目外包咨询服务有限公司,1.8万-2.2万,上海,5-10年,本科,1000-9999人,国企,人力资源服务,http://www.zhaopin.com/jobdetail/CC209328710J40660995516.htm,工作内容：1、Meet the Global buying milestones in quality and time. 2、Communicate effectively with the Global team to guarantee Asian buying volumes are 100% accepted.3、Guarantee the approval process of the...,,
试剂创新准入专家,北京三快在线科技有限公司,面议,上海,3-5年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40592219409.htm,美团买药是美团旗下的医药健康业务板块，2020年作为独立品牌发布，在“让健康相伴每个人”的使命驱动下，希望能成为中国家庭首选的购药和用药服务平台。目前，美团买药的业务版块包括即时零售、快递电商、互联网医疗、创新业务（如居家快检）等版块，合作药店超过25万家，覆盖全国近3000个市区县旗，在超过1000多个县城开设了24小时数字化药店；同时也与华润三九、哈药、济川、拜耳、强生、GSK、欧加隆、辉瑞、...,,
产品经理（胶黏剂）(J15172),震坤行工业超市(上海)有限公司,1.5万-2.5万,上海,5-10年,本科,1000-9999人,合资,互联网,http://www.zhaopin.com/jobdetail/CC000527960J40801341415.htm,岗位职责:工作职责:1、根据市场及客户需求，诊断品类健康度，梳理品类及品牌定位，进行产品的更新迭代，提升产品竞争力。2、根据品类规划，通过产业带的调研以及竞品对比，确认目标品牌或目标供应商，制定开发计划。3、根据公司供应商要求，确定供应商目标池，通过制定营销策略，推进供应商合作，扩大头部供应商采购占比。4、根据产品定价策略，通过洞悉市场竞争态势，调整定价，实现有价格竞争力的销售指导价格。任职要求:...,,16薪
APAC Boutiques Business Manager,上海依视路光学有限公司,4万-4.5万,上海,5-10年,本科,1000-9999人,外商独资,耐用消费品,http://www.zhaopin.com/jobdetail/CC000191270J40766004915.htm,"Responsibilities:The Candidate will report to the APAC Boutiques Director (base in Shanghai) and will work with the APAC Boutique team based between Shanghai and Hong Kong in managing, in partnership ...",,
闪购-品牌部供给赋能项目运营,北京三快在线科技有限公司,面议,上海,3-5年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40669584709.htm,"美团闪购是美团旗下的即时零售平台，依托即时配送能力，连接本地零售供给，满足消费者30分钟万物到家的即时需求。美团闪购涵盖超市便利、食材、水果、鲜花绿植、休闲零食、酒水饮料、数码家电、美妆个护、母婴玩具、日用百货、服饰鞋帽、宠物等诸多品类，业务覆盖全国近3,000个县市区旗，每日百万级在岗骑手，以高效的配送、丰富的品类和广泛的覆盖，为美团数亿用户带来便捷的生活体验，积极助力实体零售线上化转型，提升本...",下午茶,
供应链经理（香薰精油类方向）,上海福流健康科技有限公司,1.5万-2万,上海,1-3年,本科,20-99人,民营,电子商务,http://www.zhaopin.com/jobdetail/CCL1480854860J40594517806.htm,岗位职责：1. 供应链管理：全面负责精油及香薰类产品的供应链管理，包括原材料采购、生产、仓储及物流环节，确保供应链高效运作；2. 供应商管理：开发和维护优质供应商资源，建立并维持良好的合作关系，确保原材料的稳定供应与质量控制；3. 需求预测与库存管理：根据市场需求与销售预测，制定采购计划，优化库存管理，保证产品供应的连续性；4. 生产计划协调：与生产团队紧密合作，确保生产计划符合市场需求，并协调原...,,
品类经理,伍尔特(中国)有限公司,1千以下,上海,3-5年,本科,300-499人,外商独资,贸易/进出口,http://www.zhaopin.com/jobdetail/CC511313220J40687169201.htm,"1. Understand Division business development strategy for the focused customer segments, explore customer demand of target market via market study and data analysis深入理解公司各事业部重点客户群体的开发战略，通过市场调研和数据分析发掘目标...",,
销售策略,北京三快在线科技有限公司,面议,上海,5-10年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40662474409.htm,大众点评作为国内重要的本地生活消费决策参考平台，多年来深耕本地生活消费领域，深受广大用户的信任和喜爱。我们的业务覆盖了吃喝玩乐游购娱等生活场景，通过极具辨识度和公信力的”星级“和”评价“产品，为数亿用户提供了全面、可信的消费决策依据。为更好满足用户探索城市的需求，大众点评在原有星级和评价的基础上，以信息流产品形式，助力用户发现更多好去处。大量优秀年轻同学的加入，为我们的团队注入了澎湃活力。我们相信...,,
DUV Stepper光刻工艺工程师,上海交通大学,1.3万-2.6万,上海,3-5年,硕士,1000-9999人,事业单位,学术/科研,http://www.zhaopin.com/jobdetail/CC120358980J40482229206.htm,"岗位说明： Canon 深紫外光刻机及TEL 全自动涂胶显影轨道机（Tracker）（二期核心设备）工艺、以及SUSS/Sawatec高精度涂胶显影工艺 岗位要求： 研究生教育学历,硕士及以上学位1.微电子学与固体电子学、电子科学与技术、物理学、材料学等相关专业，硕士及以上学历；2. 3年以上FAB光刻工艺和设备维护经验，熟悉stepper（有佳能 DUV光刻机使用或维护经验者优先考虑）、trac...",免费班车,
半导体技术（SEM、XRD）,湖南拓维云创科技有限责任公司,1.2万-1.4万,上海,3-5年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC889005020J40697777513.htm,福利：双休+劳动合同+周末有双倍加班费+节假日照常放假+年假，产假，婚假...... 面试流程：视频线上面试+2轮面试，技术初面和技术终面+需求三人 稳定性：工作稳定，项目稳定 硬件工程师岗位职责1，熟悉光刻，电子束光刻等半导体工艺，培训后能够在独立对样品进行微纳加工2，熟悉AFM、SEM、XRD等半导体检测手段，能够完成送样和数据整理分析工作3，熟悉实验室相关设备的日常维护工作岗位要求1，本科以...,"加班补助,法定节假日,带薪假期",
闪购-品牌-品类运营专家（休食品类）,北京三快在线科技有限公司,面议,上海,1-3年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40682353709.htm,"美团闪购是美团旗下的即时零售平台，依托即时配送能力，连接本地零售供给，满足消费者30分钟万物到家的即时需求。美团闪购涵盖超市便利、食材、水果、鲜花绿植、休闲零食、酒水饮料、数码家电、美妆个护、母婴玩具、日用百货、服饰鞋帽、宠物等诸多品类，业务覆盖全国近3,000个县市区旗，每日百万级在岗骑手，以高效的配送、丰富的品类和广泛的覆盖，为美团数亿用户带来便捷的生活体验，积极助力实体零售线上化转型，提升本...",下午茶,
MRI产品经理（可base异地）,广东先导稀材股份有限公司,2.7万-4.5万,上海,3-5年,本科,1000-9999人,民营,化工,http://www.zhaopin.com/jobdetail/CC268804910J40601524104.htm,职位描述：1、负责MR产品线规划，形成产品roadmap；2、调研分析需求，洞察用户痛点，进行相应的产品需求定义；3、参与产品研发过程，确保产品需求准确传递与实现；4、基于市场及精品分析，完成产品定位、产品核心价值主张；5、制定产品配置及市场推广策略；6、制作产品销售工具资料，传递到售前市场团队；7、定期与营销团队梳理更新产品市场策略，协助销售团队完成销售任务；岗位要求：1、医学影像、生物医学工程...,,
零售运营专员-上海大厂（车BU）,北京科锐国际人力资源股份有限公司苏州分公司,1万-1.5万,上海,1-3年,大专,1000-9999人,上市公司,咨询服务,http://www.zhaopin.com/jobdetail/CC289346030J40686490302.htm,岗位职责： 协助零售经理，参与零售运营的例行工作，包括： 1、协助制定零售销售策略，协助设定零售目标管理方案，跟进主推政策落地和销售达成；_x005f 2、协助制定零售资源管理和供应商管理策略；发现落地过程中的问题进行管理优化； 3、协助制定门店基础作业SOP规范并推动落地执行； 4、通过薪酬、产能等人效数据分析，协助零售经理进行团队日常管理。 任职要求： 1、学历和专业：大专及以上学历，市场营...,,13薪
闪购-南区上海仓负责人,北京三快在线科技有限公司,面议,上海,3-5年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40672439109.htm,"美团闪购是美团旗下的即时零售平台，依托即时配送能力，连接本地零售供给，满足消费者30分钟万物到家的即时需求。美团闪购涵盖超市便利、食材、水果、鲜花绿植、休闲零食、酒水饮料、数码家电、美妆个护、母婴玩具、日用百货、服饰鞋帽、宠物等诸多品类，业务覆盖全国近3,000个县市区旗，每日百万级在岗骑手，以高效的配送、丰富的品类和广泛的覆盖，为美团数亿用户带来便捷的生活体验，积极助力实体零售线上化转型，提升本...",下午茶,
产品专员/主管（数字营销）,上海快序生物科技有限公司,1万-1.5万,上海,经验不限,硕士,20-99人,民营,生物工程,http://www.zhaopin.com/jobdetail/CCL1318411020J40651405811.htm,岗位职责：分析市场趋势、竞争对手和目标客户群体；优化公司的官方网站和社交媒体账户，确保内容的更新和一致性；具备数据分析能力，能够深层次研究问题，提出建设性建议；线上渠道（包括但不限于社交媒体、搜索引擎、电子邮件等）策划和实施，提升品牌知名度和市场份额；线下品牌推广活动的执行如参加展会，自主举办学术会议等；其他领导交办的事宜。 任职要求：1、硕士及以上学历，生物、医疗等相关专业优先； 2、有一定产品...,,
IOT营销经理,西安龙飞网络科技有限公司,3万-5万,上海,3-5年,本科,100-299人,上市公司,通信/网络设备,http://www.zhaopin.com/jobdetail/CC698499720J40671154303.htm,岗位职责：1.开发MBB业务新客户，维护客户的良好合作关系；2.制定销售计划，完成销售目标；签订销售合同和销售订单；3.跟踪完成销售合同、订单和出货；完成应收账款。任职要求：1.3年以上MBB产品销售经验；有海外市场开拓的经历。2.本科学历及以上3.有MBB产品客户资源；有海外MBB产品销售经验；具有良好的英语沟通能力；责任心强，条理清楚，做事积极主动；4.优先考虑有CPE产品海外销售经验,,
BMS应用层开发工程师,猎益猎头,3.5万-5万,上海,5-10年,本科,100-299人,民营,人力资源服务,http://www.zhaopin.com/jobdetail/CC284377010J40664481109.htm,1、根据需求制定软件系统架构及BMS软硬件接口，并进行详细的系统方案设计;2、负责BMS SOX算法研究，设计与优化，问题分析与处理;3、负责算法所需数据及参数(电芯数据，算法参数等)的提取方法研究;4、编写应用层软件需求，组织软件需求评审:5、根据软件需求实现BMS功能和控制策略的开发实现，并适时优化软件功能模型;6、开展BMS单元测试，软件集成，系统集成测试等工作;7、定期总结软件开发经验，软...,,15薪
半导体行业产品经理,广州专聚化工有限公司,1.5万-2.5万,上海,1-3年,本科,20-99人,民营,化学原料/化学制品,http://www.zhaopin.com/jobdetail/CCL1481487680J40750701215.htm,一、岗位职责：1、代理销售日本知名化学品牌的化学原料，开发国内工厂以及企业的有机硅、半导体、光刻胶应用市场，服务终端工厂的技术、产品等一系列的需求。2、根据总经理提出的产品销售预算制定工作计划。负责产品的市场调查、市场定位、客户清单及情报搜集、开发进度管理、采购订货、库存管控、销售定价、区域数量分配、制定策略及行动计划并跟进完成。3、与华东/华北/华南区域总监保持信息充分沟通和良好协作关系，取得区...,"法定工作时间,周末双休,法定节假日,大牛带队,六险一金,带薪假期,节日慰问,带薪旅游,体检福利,下午茶,定期团建,绩效奖金",13薪
医药行业销售运营（SFE）,上海中智项目外包咨询服务有限公司,8千-1.5万,上海,1-3年,本科,1000-9999人,国企,人力资源服务,http://www.zhaopin.com/jobdetail/CC209328710J40637073516.htm,"1.支持销售运营的常规工作，包括内部销售业绩和外部市场情报，如CPA, IMS报告数据整理维护呈现，PPT制作等，2.销售指标分解的方法学梳理、指标分解和汇总分析，以及指标和辖区合理性回顾分析以及数据系统上传；3.业务BU销售、市场，管理层对SFE相关需求的对接和支持，SFE各项工作在落地推进，并积极与区域销售团队就销售业绩问题进行沟通，并提出改善销售效果的建议4.协助直线经理完成“业绩管理、CR...",,
功率模块封装生产运营负责人,上海贺通人力资源管理(集团)有限公司,3万-5万,上海,10年以上,本科,100-299人,,人力资源服务,http://www.zhaopin.com/jobdetail/CCL1355718860J40590325706.htm,职位描述：经验丰富的功率模块封装生产运营负责人，主要负责功率模块的研发和封装生产流程管理，以确保产品质量、生产效率和成本控制。该职位将与研发、质量控制、供应链等部门密切合作，推动技术创新和高效运营，实现公司的生产目标。主要职责：1. 研发支持：· 参与功率模块新产品的研发过程，提供生产可行性分析和技术支持。· 与研发团队紧密合作，推动新技术的转化和应用，确保产品设计与生产的有效衔接。2. 生产管理...,,
Automotive BMS BSW Engineer,凌云工业股份有限公司汽车零部件研发分公司,1.5万-2.5万,上海,5-10年,本科,100-299人,国企,金属制品业,http://www.zhaopin.com/jobdetail/CC815640410J40729221008.htm,"Job SummaryWe are seeking a highly skilled and experienced Automotive BMS BSW Engineer to join our team. The ideal candidate will have a strong background in the development of Basic Software (BSW), m...",,14薪
产品线经理-消费类电子,润欣科技,1.2万-1.8万,上海,3-5年,本科,100-299人,民营,计算机硬件,http://www.zhaopin.com/jobdetail/CC000401290J40637862601.htm,"岗位职责：1. 对消费类电子产品市场熟悉，对所负责的产品线有较深刻认识，针对整个市场情况，有明确的市场策略；2. 紧密地与Sales、FAE配合，了解各地客户的情况，完成公司业绩指标；3. 根据市场价格的变化拟制报表,管理库存，按时完成各种工作报告及领导分配的任务；4. 维持与供应商各层面人员的良好关系；5. 了解供应商的状况，如市场政策、代理商政策、产品信息、人事情况；6. 将有关信息及时传递给...",,13薪
营销产品经理,北京三快在线科技有限公司,面议,上海,3-5年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40670550109.htm,大众点评作为国内重要的本地生活消费决策参考平台，多年来深耕本地生活消费领域，深受广大用户的信任和喜爱。我们的业务覆盖了吃喝玩乐游购娱等生活场景，通过极具辨识度和公信力的”星级“和”评价“产品，为数亿用户提供了全面、可信的消费决策依据。为更好满足用户探索城市的需求，大众点评在原有星级和评价的基础上，以信息流产品形式，助力用户发现更多好去处。大量优秀年轻同学的加入，为我们的团队注入了澎湃活力。我们相信...,,
区域产品经理RPM,上海国创医药股份有限公司,1.5万-1.8万,上海,1-3年,本科,100-299人,合资,医药制造,http://www.zhaopin.com/jobdetail/CC134385490J40618447901.htm,岗位职责： 1、根据公司营销规划，建立并完善公司的产品推广、品牌管理、市场调研、开拓活动等市场体系； 2、制定公司的产品推广策略，跟进公司产品的市场推广，提高公司产品的市场占有率，支持销售部门完成销售目标； 3、制定公司的市场开拓活动计划，协助市场开拓活动的组织实施，确保开拓活动顺利进行； 4、建立适合公司需求的产品及业务消费者培训体系，协助公司业务培训的实施； 5、进行市场调研与分析，研究同行、...,"五险一金,带薪假期",
原料产品开发经理（上海奉贤）,上海舜薪生物科技有限公司,1万-1.8万,上海,1-3年,硕士,20人以下,民营,化学原料/化学制品,http://www.zhaopin.com/jobdetail/CCL1427370440J40580670710.htm,岗位职责：1、配合市场需求，对原料产品线进行梳理，制定并实施产品规划、产品理化指标研究，产品配方应用研究。产品推广方案和计划等。 并开展产品培训、配方应用问题解答等； 2、原料产品相关功效研究，指导三方机构进行测试及功效验证； 3 、协助市场部和销售部，做好内部产品培训和对外产品演讲； 4 、善于学习，熟悉并了解化妆品配方信息、特性和作用机理。 任职要求： 1.、精细化工、应用化学、生物学等专业硕...,,
销售运营专家,北京三快在线科技有限公司,面议,上海,3-5年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40676581709.htm,美团到综事业部涵盖洗浴、足疗按摩、KTV、密室剧本娱乐、运动健身、宠物、酒吧、丽人、医美医疗、教育培训、亲子、结婚、家居、家政洗涤维修等数十个重点生活服务细分行业。我们为近200个本地生活服务行业提供营销、经营等数字化服务，链接本地消费需求和本地商家优质服务，搭建信息和交易平台，并提供高质量的履约服务保障。我们通过将信息及服务的线上化和标准化，为用户提供更多美好生活方式的选择，帮助商户在平台上更好...,免费健身,
APP运营总监（年底奖金+期权）,上海天都人力资源有限公司,1.8万-2.8万,上海,5-10年,本科,20-99人,合资,咨询服务,http://www.zhaopin.com/jobdetail/CC350126610J40660979014.htm,岗位职责：1、负责APP产品的市场定位、战略规划及落地执行，确保产品目标与市场需求的匹配。2、针对目标用户群体，通过端内路径布局、产品功能设计、营销策划等，结合业务场景，进行流量引入，提升用户转化率，对ROI负责。3、负责用户生命周期的体系搭建，制定SOP策略体系，优化用户裂变、用户成长、用户服务体系；挖掘沉淀的用户需求，对不同类型的用户进行用户分层，制定精细化策略，提升新用户的激活率、用户活跃度...,,
SAE 高级客户主任,上海达道文化传播有限公司,8千-1.5万,上海,3-5年,本科,20-99人,民营,广告/营销,http://www.zhaopin.com/jobdetail/CC220368620J40446412416.htm,岗位职责：1.在客户或项目经理的指导下，负责公共关系服务项目实施工作的执行和协调；2.在客户或项目经理指导下与客户保持良好的日常沟通，主动及时反馈项目进展；3.有一定的方案撰写能力，撰写有关公共关系服务文件，包括各类新闻稿件；4.参与讨论公共关系方案，提出建设性意见；5.收集并整理客户及其竞争对手的基本行业信息。任职资格：1. 广告公关、新闻、市场营销、英语等专业优先；2. 具备一定的稿件和方案撰...,"五险一金,带薪假期,弹性工作,体检福利,带薪旅游",
BM技术高级主管/主管,中国科学院上海微系统与信息技术研究所,9千-1.4万,上海,经验不限,本科,500-999人,事业单位,电子/半导体/集成电路,http://www.zhaopin.com/jobdetail/CC191763020J40636463003.htm,职位介绍：1)负责研究所BM体系建设、运行和管理;2)负责研究所安全体系建设、运行和管理;3)熟悉有关BM法规和与BM工作相关的各类信息安全技术防范知识，能够指导、监督和检查本单位BM技术防范措施的建设和管理;4) 熟悉安全有关法规和与GJ安全相关的各类信息安全技术防范知识，能够指导、监督和检查本单位反 JD安全防范措施的建设和管理:5) 负责安全和BM相关技术的引进、部署以及研发工作;6) 协助...,,
Oakley Brand Manager,上海依视路光学有限公司,2万-2.6万,上海,5-10年,本科,1000-9999人,外商独资,耐用消费品,http://www.zhaopin.com/jobdetail/CC000191270J40717402215.htm,"GENERALPOSITION SUMMARY:· The brand manager will be a marketing generalist responsible for Oakley brand communications , including integrate marketing campaigns and landing plan implementations in WHS...",,15薪
小象超市-上海PC运营主管,北京三快在线科技有限公司,面议,上海,3-5年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40653434709.htm,小象超市为美团自营零售业务，定位为社区居民的“30分钟快送超市”，采用“手机App+线下服务站”的模式，通过在社区设立的集存储、分拣、配送为一体的便民服务站，为社区居民提供生鲜食杂日用及配送服务。目前，小象超市已在北京、上海、深圳、广州、武汉、苏州、杭州等多个城市上线。在美团“零售+科技”战略聚焦下，小象超市承载着“深耕即时零售，提升消费体验”的任务，是公司在线上零售探索的核心业态之一，给一二线城...,,
BM技术高级主管/主管,中国科学院上海微系统与信息技术研究所,9千-1.4万,上海,经验不限,本科,500-999人,事业单位,电子/半导体/集成电路,http://www.zhaopin.com/jobdetail/CC191763020J40636463103.htm,职位介绍：1)负责研究所BM体系建设、运行和管理;2)负责研究所安全体系建设、运行和管理;3)熟悉有关BM法规和与BM工作相关的各类信息安全技术防范知识，能够指导、监督和检查本单位BM技术防范措施的建设和管理;4) 熟悉安全有关法规和与GJ安全相关的各类信息安全技术防范知识，能够指导、监督和检查本单位反 JD安全防范措施的建设和管理:5) 负责安全和BM相关技术的引进、部署以及研发工作;6) 协助...,,
产品专员/主管（数字化营销）,上海快序生物科技有限公司,1万-1.5万,上海,经验不限,硕士,20-99人,民营,生物工程,http://www.zhaopin.com/jobdetail/CCL1318411020J40651454311.htm,岗位职责：1. 分析市场趋势、竞争对手和目标客户群体；2. 优化公司的官方网站和社交媒体账户，确保内容的更新和一致性；3. 具备数据分析能力，能够深层次研究问题，提出建设性建议；4. 线上渠道（包括但不限于社交媒体、搜索引擎、电子邮件等）策划和实施，提升品牌知名度和市场份额；5. 线下品牌推广活动的执行如参加展会，自主举办学术会议等；6. 其他领导交办的事宜。任职要求：1. 硕士及以上学历，生物、...,,
用户增长负责人,上海傲熠科技有限公司,1.5万-2万,上海,1-3年,本科,20-99人,,电子商务,http://www.zhaopin.com/jobdetail/CCL1371185930J40688981901.htm,岗位内容：1. 制定产品增长战略，推动品牌增长。2. 负责产品的整个生命周期管理，包括市场定位、用户满意度、产品规划、执行和上市。3. 了解市场竞争，制定价格、促销等策略，为产品销售提供支持。任职要求：1. 具备较强的市场洞察力和敏锐的市场反应能力，对消费者需求有深入理解。2. 具备良好的项目管理能力、分析决策能力和商业逻辑思维能力。3. 具备较强的领导力和团队管理能力，能够高效协调不同团队完成项...,,
商品开发主管,上海摄提信息科技有限公司,1万-2万,上海,5-10年,大专,300-499人,民营,互联网,http://www.zhaopin.com/jobdetail/CC441300130J40539501604.htm,职位描述：1、结合客户需求、市场产品特征，规划公司相关品类的发展方向和重心；2、依托销售数据结构分析、市场反馈、行业发展等维度，推动产品迭代、改进等工作；3、寻找优质供应商完成新产品的设计、研发、生产；4、新品上市前提供产品定价方案，准备上市介绍；5、提供产品技术支持及咨询，不定期开展新品及渠道产品培训；配合展会/发布会需求设计产品展示方案，支持现场产品讲解；6、通畅地做好与各部门的沟通和协调工作...,,
产线开发经理,众业达,5千-1万,上海,3-5年,本科,1000-9999人,上市公司,零售/批发,http://www.zhaopin.com/jobdetail/CC213684210J40749503404.htm,一、岗位职责1.新供应商的开发及认证，并根据公司业务发展需求制定供应商开发计划，跟踪供应市场行情、及时调整价格策略及供应商策略；2.负责新产品开发和导入时候的产品询价报价、供应商认证、原材料准备和供应链整合等；3.通过合同谈判持续评估供应商表现降低交付总成本，确保质量、服务等来响应不断变化的业务需求；4.持续进行月度供应商的及时到货率、采购价格异动、质量投诉等考核；5.日常采购工作包括分析处理采购...,"周末双休,法定节假日,带薪假期,五险一金,节日慰问,绩效奖金",15薪
器件开发岗 (MJ006547),中国航空技术国际控股有限公司,1.5万-2.6万,上海,3-5年,硕士,10000人以上,国企,电子/半导体/集成电路,http://www.zhaopin.com/jobdetail/CC144916330J40596124804.htm,工作职责：1. Tandme OLED 器件工艺跟进与优化，Tandem新技术调研评估；2. Tandem OLED器件设计开发和结构优化，实验验证方案的制定和实验进展跟进；3. Tandme OLED器件测试结果分析总结，可靠性验证，不良解析和改善方案提出；4.Tandem OLED新材料体系量产导入；5. RD蒸镀设备运营管理任职资格：1. 硕士研究生及以上学历，物理、电子、光学等相关理工科专...,,
资深媒介策划Senior Media Planning,宝原广告(上海)有限公司,9千-1.2万,上海,1-3年,本科,20人以下,民营,广告/营销,http://www.zhaopin.com/jobdetail/CCL1237555590J40426611303.htm,资深媒介策划Senior Media Planning 岗位职责：1 2年（Senior SP）及3年以上（Super）广告媒体策划或品牌策划经验，有4A广告公司SP从业经验者优先；2 熟悉digital媒体投放规则，包含头部媒体合约广告投放，微信和小红书竞价投放规则；3 品牌投放中媒体对接以及媒体方案攥写；4 广告投放项目与品牌对接需求以及项目统筹；5 广告投放中项目上线管理； 6 投放后项目r...,"绩效奖金,年终奖,五险一金,弹性工作,带薪旅游,定期团建",13薪
资深策划 Senior Planner【HAVAS集团 上海】,北京亦铭信息咨询有限公司,1.5万-1.7万,上海,3-5年,本科,100-299人,其它,咨询服务,http://www.zhaopin.com/jobdetail/CC695807820J40274555515.htm,岗位描述： 负责医药类campaign的整体规划及创意包装，项目和产品相关的文案创意，软文及视频脚本撰写，同时承担医学相关文案的润色工作。 有线上传播类campaign策划经验者，熟悉线上各平台运营及传播经验者，优先，医药广告创意工作者，优先 任职资格： 1. 广告、新闻、传媒相关专业，有较强的创意发散能力； 2. 有4年以上医药类项目策划和文案工作经验，有创意能力和活跃的设计思维，为项目提供创意...,,
